date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
2020-12-31,ARES,USD,0001176948,2021-02-25,2021-02-25 16:36:45,2020,FY,1764046000.0,1171368000.0,592678000.0,0.3359764995,0.0,258999000.0,0.0,258999000.0,20119000.0,279118000.0,1450486000.0,471723000.0,311224000.0,41248000.0,837822000.0,0.4749433972,796574000.0,0.451560787,-417096000.0,379478000.0,0.2151179731,54993000.0,324485000.0,0.183943616,2.4,2.17,135065436.0,149508498.0,https://www.sec.gov/Archives/edgar/data/1176948/000162828021003314/0001628280-21-003314-index.htm,https://www.sec.gov/Archives/edgar/data/1176948/000162828021003314/ares-20201231.htm
2019-12-31,ARES,USD,0001176948,2020-02-28,2020-02-27 19:29:06,2019,FY,1765438000.0,1150533000.0,614905000.0,0.3483016679,0.0,270219000.0,0.0,270219000.0,42045000.0,312264000.0,1462797000.0,403105000.0,297416000.0,39459000.0,737365000.0,0.4176668906,697906000.0,0.3953160632,-272726000.0,425180000.0,0.2408354187,52376000.0,372804000.0,0.2111679934,3.45,3.11,107914953.0,119877429.0,https://www.sec.gov/Archives/edgar/data/1176948/000162828020002489/0001628280-20-002489-index.htm,https://www.sec.gov/Archives/edgar/data/1176948/000162828020002489/ares-20191231.htm
2023-12-31,ARGX,USD,0001697862,2024-03-21,2024-03-21 06:22:26,2023,FY,1226316000.0,117835000.0,1108481000.0,0.9039113899,859492000.0,507393000.0,202146000.0,709539000.0,11943469.0,1529119000.0,1646954000.0,92962000.0,904000.0,111307000.0,-220780000.0,-0.1800351622,-425049000.0,-0.3466064212,24084000.0,-304496000.0,-0.2483014166,-9443000.0,-295053000.0,-0.2406011175,-5.16,-5.16,57169253.0,57169253.0,https://www.sec.gov/Archives/edgar/data/1697862/000155837024003665/0001558370-24-003665-index.htm,https://www.sec.gov/Archives/edgar/data/1697862/000155837024003665/argx-20231231x20f.htm
2022-12-31,ARGX,USD,0001697862,2023-03-16,2023-03-16 16:26:06,2022,FY,410746000.0,29431000.0,381315000.0,0.9283474459,663366000.0,469921000.0,2211000.0,472132000.0,-34520000.0,1100978000.0,1130409000.0,27665000.0,3906000.0,26987000.0,-692676000.0,-1.68638526,-719663000.0,-1.7520876649,-9651000.0,-729314000.0,-1.7755839375,-19720000.0,-709594000.0,-1.7275737317,-13.05,-13.05,54381371.0,54381371.0,https://www.sec.gov/Archives/edgar/data/1697862/000155837023004027/0001558370-23-004027-index.htm,https://www.sec.gov/Archives/edgar/data/1697862/000155837023004027/argx-20221231x20f.htm
2021-12-31,ARGX,USD,0001697862,2022-03-21,2022-03-21 12:56:27,2021,FY,497277000.0,510044872.0,-12767872.0,-0.0256755732,580520000.0,307644000.0,59968000.0,307644000.0,-42141000.0,846023000.0,846023000.0,3489000.0,1096000.0,50053000.0,-298693000.0,-0.600657179,-348746000.0,-0.7013113416,-50997000.0,-399743000.0,-0.8038638425,8522000.0,-408265000.0,-0.8210011724,-7.99,-7.99,51075827.0,51075827.0,https://www.sec.gov/Archives/edgar/data/1697862/000155837022003983/0001558370-22-003983-index.htm,https://www.sec.gov/Archives/edgar/data/1697862/000155837022003983/tmb-20211231x20f.htm
2020-12-31,ARGX,EUR,0001697862,2021-03-30,2021-03-30 16:55:53,2020,FY,44800993.0,303606461.0,-258805468.0,-5.7767797245,400323477.0,183714208.0,0.0,183714208.0,-22273196.890681863,561764488.0,561764488.0,5119000.0,1739151.0,1088507.0,-512747220.308964,-11.4449967729,-513835727.639477,-11.469293273,-133289875.03689802,-647125602.676375,-14.4444477531,3424185.0,-650549788.4482931,-14.5208787771,-14.33,-14.33,45410442.0,45410442.0,https://www.sec.gov/Archives/edgar/data/1697862/000155837021003722/0001558370-21-003722-index.htm,https://www.sec.gov/Archives/edgar/data/1697862/000155837021003722/argx-20201231x20f.htm
2019-12-31,ARGX,EUR,0001697862,2020-03-31,2020-03-31 16:05:31,2019,FY,78168966.0,196817346.0,-118648380.0,-1.5178450742,221418809.0,60321265.0,12007124.0,72328389.0,-14339322.519939005,279407877.0,279407877.0,16129357.0,138901.0,17327941.0,-182683260.148759,-2.3370305314,-200011201.720584,-2.5587034338,22785419.0,-177225781.880097,-2.2672140998,5323057.0,-182548839.501748,-2.3353109148,-4.73,-4.73,38619121.0,38619121.0,https://www.sec.gov/Archives/edgar/data/1697862/000155837020003438/0001558370-20-003438-index.htm,https://www.sec.gov/Archives/edgar/data/1697862/000155837020003438/argx-20191231x20f.htm
2023-12-31,ARGO,USD,0001091748,2024-03-19,2024-03-19 06:12:17,2023,FY,1754900000.0,0.0,1754900000.0,1.0,0.0,0.0,0.0,0.0,51500000.0,51500000.0,51500000.0,0.0,26800000.0,0.0,-193700000.0,-0.1103766596,-193700000.0,-0.1103766596,10500000.0,-183200000.0,-0.1043934127,-8000000.0,-185700000.0,-0.1058179953,-5.31,-5.31,34980608.0,34980608.0,https://www.sec.gov/Archives/edgar/data/1091748/000162828024011791/0001628280-24-011791-index.htm,https://www.sec.gov/Archives/edgar/data/1091748/000162828024011791/argo-20231231.htm
2022-12-31,ARGO,USD,0001091748,2023-03-06,2023-03-06 08:30:36,2022,FY,1754900000.0,0.0,1754900000.0,1.0,0.0,342400000.0,0.0,342400000.0,51500000.0,51500000.0,1943100000.0,26800000.0,26800000.0,18500000.0,-150881500.0,-0.0859772637,-169381500.0,-0.0965191749,-13818500.0,-183200000.0,-0.1043934127,-8000000.0,-175200000.0,-0.0998347484,-5.01,-5.01,34971757.0,34980608.0,https://www.sec.gov/Archives/edgar/data/1091748/000162828023006451/0001628280-23-006451-index.htm,https://www.sec.gov/Archives/edgar/data/1091748/000162828023006451/argo-20221231.htm
2021-12-31,ARGO,USD,0001091748,2022-03-16,2022-03-16 12:05:09,2021,FY,2130300000.0,0.0,2130300000.0,1.0,0.0,384500000.0,0.0,384500000.0,-2507900000.0,-2123400000.0,2123400000.0,102000000.0,21600000.0,43400000.0,49300000.0,0.0231422804,5900000.0,0.002769563,-110100000.0,5900000.0,0.002769563,100000.0,5800000.0,0.0027226212,-0.11,-0.11,34545454.0,34816160.0,https://www.sec.gov/Archives/edgar/data/1091748/000162828022006331/0001628280-22-006331-index.htm,https://www.sec.gov/Archives/edgar/data/1091748/000162828022006331/argo-20211231.htm
2020-12-31,ARGO,USD,0001091748,2021-03-15,2021-03-12 19:18:07,2020,FY,1889600000.0,0.0,1889600000.0,1.0,0.0,5800000.0,0.0,5800000.0,-1942100000.0,-1936300000.0,1936300000.0,26900000.0,27800000.0,33200000.0,-23000000.0,-0.0121718882,-56200000.0,-0.0297417443,-63400000.0,-56200000.0,-0.0297417443,15700000.0,-71900000.0,-0.038050381,-2.08,-2.08,34529432.0,34614813.0,https://www.sec.gov/Archives/edgar/data/1091748/000162828021004668/0001628280-21-004668-index.htm,https://www.sec.gov/Archives/edgar/data/1091748/000162828021004668/argo-20201231.htm
2019-12-31,ARGO,USD,0001091748,2020-02-28,2020-02-28 16:10:28,2019,FY,1960900000.0,0.0,1960900000.0,1.0,0.0,37600000.0,0.0,37600000.0,-2016700000.0,-1979100000.0,1979100000.0,34100000.0,33600000.0,27300000.0,27500000.0,0.0140241726,200000.0,0.000101994,-77500000.0,200000.0,0.000101994,8600000.0,-8400000.0,-0.0042837473,-0.25,-0.25,34205954.0,34205954.0,https://www.sec.gov/Archives/edgar/data/1091748/000162828020002567/0001628280-20-002567-index.htm,https://www.sec.gov/Archives/edgar/data/1091748/000162828020002567/argo10k12312019.htm
2023-12-31,ARI,USD,0001467760,2024-02-06,2024-02-06 16:16:09,2023,FY,266007000.0,-78584000.0,344591000.0,1.2954207972,0.0,67498000.0,0.0,67498000.0,-131051999.0,29520000.0,29520000.0,718282000.0,466110000.0,8248000.0,-416673000.0,-1.5663986286,-408425000.0,-1.5353919258,466994000.0,58569000.0,0.2201784164,442000.0,58127000.0,0.2185168059,0.41,0.41,141281286.0,141281286.0,https://www.sec.gov/Archives/edgar/data/1467760/000146776024000010/0001467760-24-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1467760/000146776024000010/ari-20231231.htm
2022-12-31,ARI,USD,0001467760,2023-02-08,2023-02-08 16:50:28,2022,FY,65122000.0,91491000.0,-26369000.0,-0.4049169252,0.0,29662000.0,0.0,29662000.0,82189000.0,29662000.0,29662000.0,512103000.0,270525000.0,704000.0,473223000.0,7.2667147815,472519000.0,7.2559043027,-207287000.0,265232000.0,4.0728478855,270525000.0,-5293000.0,-0.0812782163,-0.0377,-0.032,140534635.0,165504660.0,https://www.sec.gov/Archives/edgar/data/1467760/000146776023000004/0001467760-23-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1467760/000146776023000004/ari-20221231.htm
2021-12-31,ARI,USD,0001467760,2022-02-08,2022-02-08 16:17:44,2021,FY,278315000.0,60728000.0,217587000.0,0.7818011965,0.0,67005000.0,0.0,67005000.0,-121805000.0,-54800000.0,-54800000.0,428115000.0,162522000.0,2645000.0,226160000.0,0.812604423,223515000.0,0.803100803,-156165000.0,223515000.0,0.803100803,-156165000.0,223515000.0,0.803100803,1.48,1.46,139869244.0,168402515.0,https://www.sec.gov/Archives/edgar/data/1467760/000146776022000007/0001467760-22-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1467760/000146776022000007/ari-20211231.htm
2020-12-31,ARI,USD,0001467760,2021-02-10,2021-02-10 16:15:41,2020,FY,210576000.0,39750000.0,170826000.0,0.8112320492,0.0,66599000.0,0.0,66599000.0,-258798000.0,-192199000.0,-192199000.0,427569000.0,148891000.0,-47098000.0,18377000.0,0.0872701542,18377000.0,0.0872701542,-245971000.0,18377000.0,0.0872701542,-198873000.0,18377000.0,0.0872701542,0.12,0.12,148004385.0,148004385.0,https://www.sec.gov/Archives/edgar/data/1467760/000146776021000008/0001467760-21-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1467760/000146776021000008/ari-20201231.htm
2019-12-31,ARI,USD,0001467760,2020-02-13,2020-02-13 16:31:39,2019,FY,315005000.0,40734000.0,274271000.0,0.8706877669,0.0,64831000.0,0.0,64831000.0,-149662000.0,-84831000.0,-84831000.0,487408000.0,152926000.0,-235181000.0,230174000.0,0.7306995127,230174000.0,0.7306995127,-150995000.0,230174000.0,0.7306995127,84186000.0,230174000.0,0.7306995127,1.41,1.4,146881231.0,175794896.0,https://www.sec.gov/Archives/edgar/data/1467760/000146776020000004/0001467760-20-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1467760/000146776020000004/ari-20191231x10k.htm
2023-09-30,ARKR,USD,0000779544,2023-12-21,2023-12-21 16:37:12,2023,FY,184793000.0,115946000.0,68847000.0,0.3725628135,0.0,35879000.0,0.0,35879000.0,52000.0,63687000.0,179633000.0,-333000.0,906000.0,4310000.0,9522000.0,0.0515279258,-4840000.0,-0.0261914683,-9676000.0,-5422000.0,-0.0293409382,-64000.0,-5928000.0,-0.0320791372,-1.65,-1.65,3601000.0,3601000.0,https://www.sec.gov/Archives/edgar/data/779544/000077954423000044/0000779544-23-000044-index.htm,https://www.sec.gov/Archives/edgar/data/779544/000077954423000044/arkr-20230930.htm
2022-10-01,ARKR,USD,0000779544,2022-12-20,2022-12-20 16:07:27,2022,FY,183674000.0,112573000.0,71101000.0,0.3871043261,0.0,35117000.0,0.0,35117000.0,26120000.0,61237000.0,173810000.0,109000.0,1192000.0,4297000.0,11741000.0,0.0639230376,7444000.0,0.0405283274,4178000.0,11622000.0,0.0632751505,1448000.0,9281000.0,0.0505297429,2.61,2.58,3556000.0,3603000.0,https://www.sec.gov/Archives/edgar/data/779544/000077954422000043/0000779544-22-000043-index.htm,https://www.sec.gov/Archives/edgar/data/779544/000077954422000043/arkr-20221001.htm
2021-10-02,ARKR,USD,0000779544,2021-12-21,2021-12-21 16:09:36,2021,FY,131870000.0,81529000.0,50341000.0,0.3817471752,0.0,25270000.0,0.0,25270000.0,19674000.0,44944000.0,126473000.0,51000.0,1179000.0,2820000.0,9027000.0,0.0684537802,6207000.0,0.0470690832,9221000.0,15428000.0,0.1169940093,1181000.0,12895000.0,0.097785698,3.67,3.58,3516000.0,3604000.0,https://www.sec.gov/Archives/edgar/data/779544/000077954421000032/0000779544-21-000032-index.htm,https://www.sec.gov/Archives/edgar/data/779544/000077954421000032/arkr-20211002.htm
2020-10-03,ARKR,USD,0000779544,2020-12-22,2020-12-22 16:36:34,2020,FY,106490000.0,69558000.0,36932000.0,0.3468119072,0.0,25551000.0,0.0,25551000.0,19177000.0,44728000.0,114286000.0,126000.0,1421000.0,4056000.0,-3740000.0,-0.0351206686,-7796000.0,-0.073208752,-1207000.0,-9003000.0,-0.0845431496,-4385000.0,-4618000.0,-0.0433655742,-1.32,-1.32,3500000.0,3500000.0,https://www.sec.gov/Archives/edgar/data/779544/000077954420000047/0000779544-20-000047-index.htm,https://www.sec.gov/Archives/edgar/data/779544/000077954420000047/arkr-20201003.htm
2019-09-28,ARKR,USD,0000779544,2019-12-17,2019-12-17 16:23:38,2019,FY,162354000.0,100110000.0,62244000.0,0.3833844562,0.0,29424000.0,0.0,29424000.0,25611000.0,55035000.0,155145000.0,61000.0,1437000.0,5233000.0,16405000.0,0.1010446309,11172000.0,0.0688125947,-9302000.0,1870000.0,0.0115180408,-591000.0,2676000.0,0.0164825012,0.77,0.76,3479000.0,3531000.0,https://www.sec.gov/Archives/edgar/data/779544/000077954419000035/0000779544-19-000035-index.htm,https://www.sec.gov/Archives/edgar/data/779544/000077954419000035/arkr-20190928.htm
2023-12-31,ARLO,USD,0001736946,2024-02-29,2024-02-29 17:10:27,2023,FY,491176000.0,323613000.0,167563000.0,0.3411465544,68647000.0,56371000.0,66141000.0,122512000.0,-615000.0,191774000.0,515386999.0,3935000.0,0.0,4661000.0,-19550000.0,-0.0398024333,-24211000.0,-0.0492919035,3350000.0,-20861000.0,-0.0424715377,1175000.0,-22036000.0,-0.0448637556,-0.24,-0.24,92754000.0,92754000.0,https://www.sec.gov/Archives/edgar/data/1736946/000173694624000012/0001736946-24-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1736946/000173694624000012/arlo-20231231.htm
2022-12-31,ARLO,USD,0001736946,2023-03-07,2023-03-07 16:48:18,2022,FY,490414000.0,354379000.0,136035000.0,0.2773880844,64709000.0,55932000.0,70081000.0,126013000.0,387000.0,191109000.0,545488000.0,926000.0,926000.0,6573000.0,-48501000.0,-0.0988980739,-55074000.0,-0.1123010355,-577000.0,-55651000.0,-0.1134775924,975000.0,-56626000.0,-0.1154657086,-0.65,-0.65,87116923.0,87173000.0,https://www.sec.gov/Archives/edgar/data/1736946/000173694623000012/0001736946-23-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1736946/000173694623000012/arlo-20221231.htm
2021-12-31,ARLO,USD,0001736946,2022-03-02,2022-03-02 16:25:19,2021,FY,435137000.0,327102000.0,108035000.0,0.2482781285,59063000.0,49489000.0,48909000.0,98398000.0,4775000.0,157461000.0,484563000.0,11000.0,0.0,16687000.0,-32739000.0,-0.0752383732,-49426000.0,-0.1135872151,-5926000.0,-55352000.0,-0.1272059145,677000.0,-56029000.0,-0.1287617463,-0.68,-0.68,82395588.0,82688000.0,https://www.sec.gov/Archives/edgar/data/1736946/000173694622000010/0001736946-22-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1736946/000173694622000010/arlo-20211231.htm
2020-12-31,ARLO,USD,0001736946,2021-02-26,2021-02-26 16:14:59,2020,FY,357154000.0,301765000.0,55389000.0,0.1550843614,60137000.0,51096000.0,49064000.0,100160000.0,3436000.0,160297000.0,462062000.0,802000.0,0.0,10162000.0,-94746000.0,-0.2652805232,-104908000.0,-0.2937332355,4282000.0,-100626000.0,-0.2817440096,625000.0,-101251000.0,-0.283493955,-1.3,-1.3,77885384.0,78084000.0,https://www.sec.gov/Archives/edgar/data/1736946/000173694621000010/0001736946-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1736946/000173694621000010/arlo-20201231.htm
2019-12-31,ARLO,USD,0001736946,2020-02-28,2020-02-28 16:19:06,2019,FY,370007000.0,334203000.0,35804000.0,0.0967657369,69384000.0,47624000.0,56985000.0,104609000.0,913000.0,173993000.0,508196000.0,2737000.0,0.0,-42287000.0,-180476000.0,-0.487763745,-138189000.0,-0.373476718,56618000.0,-81571000.0,-0.2204579913,4380000.0,-85951000.0,-0.2322956052,-1.14,-1.14,75074000.0,75074000.0,https://www.sec.gov/Archives/edgar/data/1736946/000173694620000007/0001736946-20-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1736946/000173694620000007/arlo20191231-10xk.htm
2023-12-31,ARLP,USD,0001086600,2024-02-23,2024-02-23 15:29:55,2023,FY,2566701000.0,1815208000.0,751493000.0,0.292785564,0.0,79096000.0,0.0,79096000.0,1289691000000.0,79096000.0,1894304000.0,9394000.0,42797000.0,267982000.0,940379000.0,0.3663765277,672397000.0,0.2619693529,-37341000.0,644450000.0,0.251081057,8279999.0,630118000.0,0.2454972356,4.81,4.81,127180312.0,127180312.0,https://www.sec.gov/Archives/edgar/data/1086600/000155837024001616/0001558370-24-001616-index.htm,https://www.sec.gov/Archives/edgar/data/1086600/000155837024001616/arlp-20231231x10k.htm
2022-12-31,ARLP,USD,0001086600,2023-02-24,2023-02-24 15:45:45,2022,FY,2406511000.0,1400646000.0,1005865000.0,0.4179764813,0.0,80334000.0,3289000.0,83623000.0,1670965000.0,1754588000.0,1063204000.0,2035000.0,-35297000.0,-289070000.0,922242000.0,0.3832278348,1211312000.0,0.5033477927,-578186000.0,633126000.0,0.2630887621,53978000.0,586200000.0,0.2435891629,4.39,4.39,127195219.0,127195219.0,https://www.sec.gov/Archives/edgar/data/1086600/000155837023002034/0001558370-23-002034-index.htm,https://www.sec.gov/Archives/edgar/data/1086600/000155837023002034/arlp-20221231x10k.htm
2021-12-31,ARLP,USD,0001086600,2022-02-25,2022-02-25 12:33:17,2021,FY,1569976000.0,1280613000.0,289363000.0,0.1843104608,0.0,70160000.0,0.0,70160000.0,-3020000.0,70160000.0,1350773000.0,88000.0,39229000.0,261377000.0,218401000.0,0.1391110437,-42976000.0,-0.0273736669,222148000.0,179172000.0,0.1141240376,417000.0,182771000.0,0.1164164293,1.36,1.36,127195219.0,127195219.0,https://www.sec.gov/Archives/edgar/data/1086600/000155837022002091/0001558370-22-002091-index.htm,https://www.sec.gov/Archives/edgar/data/1086600/000155837022002091/arlp-20211231x10k.htm
2020-12-31,ARLP,USD,0001086600,2021-02-23,2021-02-23 10:41:42,2020,FY,1328129000.0,1194172000.0,133957000.0,0.1008614374,0.0,59806000.0,0.0,59806000.0,-1593000.0,59806000.0,1253978000.0,135000.0,45613000.0,313387000.0,73600000.0,0.0554163037,-239787000.0,-0.1805449621,110771000.0,-129016000.0,-0.0971411663,35000.0,-129051000.0,-0.0971675191,-1.01,-1.01,127164659.0,127164659.0,https://www.sec.gov/Archives/edgar/data/1086600/000155837021001419/0001558370-21-001419-index.htm,https://www.sec.gov/Archives/edgar/data/1086600/000155837021001419/arlp-20201231x10k.htm
2019-12-31,ARLP,USD,0001086600,2020-02-20,2020-02-20 17:25:36,2019,FY,1961720000.0,1614035000.0,347685000.0,0.1772347736,0.0,72997000.0,0.0,72997000.0,561000.0,72997000.0,1687032000.0,379000.0,45875000.0,309075000.0,277831000.0,0.141626226,-31244000.0,-0.0159268397,437959000.0,406715000.0,0.2073257142,-211000.0,399414000.0,0.2036039802,3.07,3.07,128116670.0,128116670.0,https://www.sec.gov/Archives/edgar/data/1086600/000155837020001103/0001558370-20-001103-index.htm,https://www.sec.gov/Archives/edgar/data/1086600/000155837020001103/arlp-20191231x10kbc62ed.htm
2023-09-29,ARMK,USD,0001584509,2023-11-21,2023-11-21 16:29:21,2023,FY,18853857000.0,17037797000.0,1816060000.0,0.0963229964,0.0,0.0,0.0,406772000.0,0.0,953134000.0,17990931000.0,30246000.0,439585000.0,546362000.0,1409288000.0,0.0747479945,862926000.0,0.0457692026,427803000.0,851144000.0,0.0451442906,177614000.0,674108000.0,0.0357543817,2.59,2.57,260591999.0,262594000.0,https://www.sec.gov/Archives/edgar/data/1584509/000158450923000237/0001584509-23-000237-index.htm,https://www.sec.gov/Archives/edgar/data/1584509/000158450923000237/cik0-20230929.htm
2022-09-30,ARMK,USD,0001584509,2022-11-22,2022-11-22 16:19:07,2022,FY,16326624000.0,14767570000.0,1559054000.0,0.0954915113,0.0,0.0,0.0,398362000.0,532327000.0,930689000.0,15698259000.0,17617000.0,381533000.0,532327000.0,1160692000.0,0.0710919784,628365000.0,0.0384871361,-372727000.0,255638000.0,0.0156577379,61461000.0,194484000.0,0.0119120769,0.76,0.75,257314000.0,259074000.0,https://www.sec.gov/Archives/edgar/data/1584509/000158450922000236/0001584509-22-000236-index.htm,https://www.sec.gov/Archives/edgar/data/1584509/000158450922000236/cik0-20220930.htm
2021-10-01,ARMK,USD,0001584509,2021-11-23,2021-11-23 16:43:12,2021,FY,12095965000.0,11007080000.0,1088885000.0,0.0900205151,0.0,0.0,0.0,346749000.0,550692000.0,897441000.0,11904521000.0,15250000.0,401366000.0,550692000.0,742136000.0,0.0613540135,191444000.0,0.0158270961,-324296000.0,-132852000.0,-0.0109831667,-40633000.0,-92219000.0,-0.0076239473,-0.36,-0.36,254748000.0,254748000.0,https://www.sec.gov/Archives/edgar/data/1584509/000158450921000256/0001584509-21-000256-index.htm,https://www.sec.gov/Archives/edgar/data/1584509/000158450921000256/cik0-20211001.htm
2020-10-02,ARMK,USD,0001584509,2020-11-24,2020-11-24 16:43:31,2020,FY,12829559000.0,11993667000.0,835892000.0,0.0651536035,0.0,0.0,0.0,307016000.0,595195000.0,902211000.0,12895878000.0,14990000.0,382800000.0,595195000.0,528876000.0,0.0412232408,-66319000.0,-0.0051692346,-581400000.0,-647719000.0,-0.0504864587,-186284000.0,-461435000.0,-0.0359665519,-1.83,-1.83,251828000.0,251828000.0,https://www.sec.gov/Archives/edgar/data/1584509/000158450920000230/0001584509-20-000230-index.htm,https://www.sec.gov/Archives/edgar/data/1584509/000158450920000230/cik0-20201002.htm
2019-09-27,ARMK,USD,0001584509,2019-11-26,2019-11-26 16:15:39,2019,FY,16227341000.0,14532662000.0,1694679000.0,0.1044335606,0.0,0.0,0.0,367256000.0,592573000.0,959829000.0,15492491000.0,28985000.0,334987000.0,436264000.0,1327423000.0,0.0818016334,891159000.0,0.0549171303,-334987000.0,556172000.0,0.0342737606,107706000.0,448549000.0,0.0276415588,1.82,1.78,246854000.0,252010000.0,https://www.sec.gov/Archives/edgar/data/1584509/000158450919000237/0001584509-19-000237-index.htm,https://www.sec.gov/Archives/edgar/data/1584509/000158450919000237/fy2019aramark10-k.htm
2022-12-31,ARNC,USD,0001790982,2023-02-21,2023-02-21 09:19:48,2022,FY,8961000000.0,8032000000.0,929000000.0,0.1036714652,37000000.0,0.0,0.0,246000000.0,237000000.0,520000000.0,8552000000.0,5000000.0,104000000.0,237000000.0,605000000.0,0.0675147863,368000000.0,0.0410668452,-560000000.0,-192000000.0,-0.0214261801,-11000000.0,-181000000.0,-0.0201986385,-1.75,-1.75,103600000.0,103600000.0,https://www.sec.gov/Archives/edgar/data/1790982/000179098223000006/0001790982-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1790982/000179098223000006/arnc-20221231.htm
2021-12-31,ARNC,USD,0001790982,2022-02-22,2022-02-18 19:51:47,2021,FY,7504000000.0,6573000000.0,931000000.0,0.1240671642,34000000.0,0.0,0.0,247000000.0,253000000.0,534000000.0,7107000000.0,1000000.0,100000000.0,253000000.0,583000000.0,0.0776918977,330000000.0,0.0439765458,-789000000.0,-459000000.0,-0.0611673774,-62000000.0,-397000000.0,-0.0529051173,-3.65,-3.65,108700000.0,108700000.0,https://www.sec.gov/Archives/edgar/data/1790982/000179098222000011/0001790982-22-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1790982/000179098222000011/arnc-20211231.htm
2020-12-31,ARNC,USD,0001790982,2021-02-23,2021-02-23 17:14:59,2020,FY,5675000000.0,4862000000.0,813000000.0,0.1432599119,36000000.0,0.0,0.0,258000000.0,251000000.0,545000000.0,5407000000.0,4000000.0,118000000.0,251000000.0,449000000.0,0.0791189427,198000000.0,0.0348898678,-306000000.0,-108000000.0,-0.019030837,1000000.0,-109000000.0,-0.0192070485,-1.0,-1.0,109000000.0,109000000.0,https://www.sec.gov/Archives/edgar/data/1790982/000179098221000007/0001790982-21-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1790982/000179098221000007/arnc-20201231.htm
2019-12-31,ARNC,USD,0001790982,2020-03-30,2020-03-30 17:16:53,2019,FY,7277000000.0,6270000000.0,1007000000.0,0.138381201,45000000.0,346000000.0,0.0,346000000.0,252000000.0,643000000.0,6913000000.0,13000000.0,115000000.0,339000000.0,616000000.0,0.084650268,277000000.0,0.0380651367,-100000000.0,177000000.0,0.0243232101,-48000000.0,225000000.0,0.0309193349,1.63,1.63,108604051.0,108604051.0,https://www.sec.gov/Archives/edgar/data/1790982/000179098220000022/0001790982-20-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1790982/000179098220000022/arconic10k.htm
2018-12-31,ARNC,USD,0001790982,2018-12-31,2018-12-30 19:00:00,2018,FY,7442000000.0,6549000000.0,893000000.0,0.1199946251,63000000.0,288000000.0,0.0,288000000.0,-4000000.0,623000000.0,7172000000.0,13000000.0,129000000.0,272000000.0,538000000.0,0.0722923945,374000000.0,0.0502553077,100000000.0,241000000.0,0.0323837678,71000000.0,170000000.0,0.0228433217,1.49,1.49,112700000.0,113800000.0,,
2023-12-31,AROC,USD,0001389050,2024-02-21,2024-02-21 16:19:40,2023,FY,990337000.0,615260000.0,375077000.0,0.3787367331,0.0,0.0,0.0,116639000.0,-1086000.0,116639000.0,731899000.0,0.0,111488000.0,169560000.0,426912000.0,0.4310775019,257352000.0,0.2598630567,-4703000.0,142247000.0,0.1436349445,37249000.0,104998000.0,0.1060224954,0.67,0.67,154126000.0,154344000.0,https://www.sec.gov/Archives/edgar/data/1389050/000138905024000007/0001389050-24-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1389050/000138905024000007/aroc-20231231x10k.htm
2022-12-31,AROC,USD,0001389050,2023-02-22,2023-02-22 16:42:19,2022,FY,845568000.0,583743000.0,261825000.0,0.3096439317,0.0,0.0,0.0,117184000.0,-1845000.0,117184000.0,700927000.0,101259000.0,101259000.0,167465000.0,142796000.0,0.1688758326,-24669000.0,-0.0291744721,85258000.0,60589000.0,0.071654793,16293000.0,44296000.0,0.0523860884,0.28,0.28,153281000.0,153410000.0,https://www.sec.gov/Archives/edgar/data/1389050/000138905023000013/0001389050-23-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1389050/000138905023000013/aroc-20221231x10k.htm
